id,error_tag,confidence,rationale,proposed_fix
dgts1829Z12Z18111Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
btnCCP_h,missing_annotations,low,"missing chebi,metacyc.compound,inchikey",fill from MetaNetX
pe1801835Z9Z12Z_e,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
ocACP_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
mgdg1829Z12Z1617Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgdg1819Z1617Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
campstnl_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pdme18111z1845z9z12z15z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
tag1819Z18111Z1835Z9Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgdg1829Z12Z1617Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pme18111z1835z9z12z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pg1829Z12Z160_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
mgdg1819Z1637Z10Z13Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
mgdg1829Z12Z160_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
asqdpa1839Z12Z15Z160_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
tag1801819Z1845Z9Z12Z15Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgts1819Z1829Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgdg1829Z12Z1637Z10Z13Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
tag18111Z18111Z160_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound",fill from MetaNetX
12dgr1819Z1619Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pme1801835z9z12z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pdme1819z1829z12z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pme18111z1819z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pme1819z1835z9z12z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
cdp12dgr1819Z160_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
tag1801819Z180_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound",fill from MetaNetX
pme1801819z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
photon298_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pdme1801845z9z12z15z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
sqdg1829Z12Z160_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pme18111z1829z12z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pe1801829Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
12dgr18111Z160_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgdg1829Z12Z1619Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
mgdg1829Z12Z1637Z10Z13Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
photon673_u,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
mgdg1819Z1619Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
mgdg1839Z12Z15Z1637Z10Z13Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pdme1801835z9z12z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pg1819Z1613E_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
tag16018111Z1819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound",fill from MetaNetX
cdp12dgr18111Z160_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pe1801845Z9Z12Z15Z_e,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pail18111Z160_e,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pe1819Z1835Z9Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgts1829Z12Z1819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pacoa_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgts1819Z1835Z9Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pgp18111Z160_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pe18111Z1829Z12Z_e,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound",fill from MetaNetX
pchol18111z1835z9z12z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pgp18111Z160_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa1819Z1819Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa1819Z18111Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pdme1819z1845z9z12z15z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pdme18111z1835z9z12z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgts1819Z1845Z9Z12Z15Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pe18111Z1845Z9Z12Z15Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pchol1819z1829z12z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pme1801829z12z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
mgdg1819Z1627Z10Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgts1839Z12Z15Z1819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pg1839Z12Z15Z1613E_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa1819Z1619Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pchol1801845z9z12z15z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pe1819Z1835Z9Z12Z_e,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
photon646_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
etfox_m,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pe1801819Z_e,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa18111z18111z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgdg1829Z12Z1627Z10Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
1odec11eg3p_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound",fill from MetaNetX
pe1829Z12Z1835Z9Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pg1819Z160_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pgp1819Z160_e,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
tag18111Z18111Z1835Z9Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
asqdpa1819Z160_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
mgdg1839Z12Z15Z1644Z7Z10Z13Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
mgdg1839Z12Z15Z160_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
octeACP_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
asqdca1829Z12Z160_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pg1819Z160_e,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
tag16018111Z1845Z9Z12Z15Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
tag1601819Z1835Z9Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pe18111Z1835Z9Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgdg1819Z160_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pe18111Z1829Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound",fill from MetaNetX
pme1801845z9z12z15z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa1819Z160_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
menlphnl_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pg18111Z160_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgdg1839Z12Z15Z1627Z10Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
tag1819Z1819Z1835Z9Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgts1839Z12Z15Z1845Z9Z12Z15Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
octe9ACP_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
mgdg1839Z12Z15Z1634Z7Z10Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pg1839Z12Z15Z160_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pe18111Z1845Z9Z12Z15Z_e,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgdg1819Z1627Z10Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgts1839Z12Z15Z18111Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
mgdg1819Z1617Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pdme18111z1829z12z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
tag18111Z1819Z160_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound",fill from MetaNetX
12dgr18111Z1819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
12dgr1601819Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
12dgr1819Z1819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa1801819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa18111Z18111Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
12dgr18111Z18111Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
mag1819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
12dgr16018111Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
sertrna_c,missing_annotations,low,"missing chebi,metacyc.compound,inchikey",fill from MetaNetX
dgts18111Z1829Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgts18111Z1835Z9Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
3ooctdACP_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
1odec9eg3p_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa1819Z1819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dghs1601819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgts1601819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
glc_D_B_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa1601819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgts1819Z18111Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa18111Z1819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
1odec11eg3p_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound",fill from MetaNetX
12dgr18111Z1819Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
alatrna_m,missing_annotations,low,"missing kegg.compound,metacyc.compound,inchikey",fill from MetaNetX
dgts18111Z1819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dcaACP_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
12dgr1819Z18111Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
12dgr1601819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
mag18111Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
12dgr1819Z160_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa1829Z12Z1835Z9Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
12dgr1801819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dghs1819Z18111Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
12dgr18111Z160_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dghs18111Z18111Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa1819Z1845Z9Z12Z15Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
but2eACP_h,missing_annotations,low,"missing chebi,metacyc.compound,inchikey",fill from MetaNetX
butACP_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
tfenfe3_h,missing_annotations,low,"missing chebi,metacyc.compound,inchikey",fill from MetaNetX
tfenfe2_h,missing_annotations,low,"missing chebi,metacyc.compound,inchikey",fill from MetaNetX
whlnlc_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
mag180_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
12dgr1801819Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa1819Z18111Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
3ocvac11eACP_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
ca_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa16018111Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dghs18111Z1819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
12dgr1819Z18111Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
whodce9a_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgts1819Z1819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pqh2_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pq_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
3kpacpme_h,missing_annotations,low,"missing chebi,metacyc.compound,inchikey",fill from MetaNetX
ddcaACP_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dghs16018111Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgts16018111Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
t3c11vaceACP_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgts1601829Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgts1601835Z9Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
malacpme_h,missing_annotations,low,"missing chebi,metacyc.compound,inchikey",fill from MetaNetX
gal14lac_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
12dgr1819Z1619Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dhepstrl_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
mag160_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
mettrna_c,missing_annotations,low,"missing chebi,metacyc.compound,inchikey",fill from MetaNetX
dghs1819Z1819Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
12dgr1819Z1819Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
tyr_Lso4_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
mgdg1819Z1644Z7Z10Z13Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
phytfl_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
ggchldb_u,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa16018111Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
12dgr16018111Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
sectrna_m,missing_annotations,low,"missing chebi,metacyc.compound,inchikey",fill from MetaNetX
pa1801845Z9Z12Z15Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
3hoctaACP_h,missing_annotations,low,"missing chebi,metacyc.compound,inchikey",fill from MetaNetX
3kgacpme_h,missing_annotations,low,"missing chebi,metacyc.compound,inchikey",fill from MetaNetX
dgdg1839Z12Z15Z1644Z7Z10Z13Z_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
cystine__L_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
3hcvac11eACP_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa18111Z1835Z9Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa1801829Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
3hpalmACP_h,missing_annotations,low,"missing chebi,metacyc.compound,inchikey",fill from MetaNetX
pa18111Z1829Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
trnasecys_m,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
asptrna_m,missing_annotations,low,"missing chebi,metacyc.compound,inchikey",fill from MetaNetX
ppad_m,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa1819Z1835Z9Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa1801835Z9Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dtct_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa18111Z1845Z9Z12Z15Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgts18111Z18111Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
pa1819Z1829Z12Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
seahcys_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound",fill from MetaNetX
dgts18111Z1845Z9Z12Z15Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
dgts1601845Z9Z12Z15Z_c,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
hmcit_L_m,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
2oglut_m,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
2oglutm_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
2oglut_h,missing_annotations,low,"missing kegg.compound,chebi,metacyc.compound,inchikey",fill from MetaNetX
