id,error_tag,confidence,check,rationale,proposed_fix,fix_verb,fix_arg,evidence,route,reaction_flag,reaction_note
mgdg1839Z12Z15Z1627Z10Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgts1829Z12Z18111Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pe1801835Z9Z12Z_e,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
mgdg1829Z12Z1617Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgdg1819Z1617Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
tag1819Z18111Z1835Z9Z12Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgdg1829Z12Z1617Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pg1829Z12Z160_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
mgdg1819Z1637Z10Z13Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
mgdg1829Z12Z160_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
asqdpa1839Z12Z15Z160_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
tag1801819Z1845Z9Z12Z15Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgts1819Z1829Z12Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgdg1829Z12Z1637Z10Z13Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
12dgr1819Z1619Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=3,annotation,"",""
cdp12dgr1819Z160_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=3,annotation,"",""
sqdg1829Z12Z160_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pe1801829Z12Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
12dgr18111Z160_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgdg1829Z12Z1619Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
mgdg1829Z12Z1637Z10Z13Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
mgdg1819Z1619Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=3,annotation,"",""
mgdg1839Z12Z15Z1637Z10Z13Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pg1819Z1613E_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=2,annotation,"",""
cdp12dgr18111Z160_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pe1801845Z9Z12Z15Z_e,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pail18111Z160_e,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pe1819Z1835Z9Z12Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgts1829Z12Z1819Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pacoa_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgts1819Z1835Z9Z12Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pgp18111Z160_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pgp18111Z160_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pa1819Z1819Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pa1819Z18111Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgts1819Z1845Z9Z12Z15Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pe18111Z1845Z9Z12Z15Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
mgdg1819Z1627Z10Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgts1839Z12Z15Z1819Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pg1839Z12Z15Z1613E_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pa1819Z1619Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=3,annotation,"",""
pe1819Z1835Z9Z12Z_e,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pe1801819Z_e,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=2,annotation,"",""
dgdg1829Z12Z1627Z10Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pe1829Z12Z1835Z9Z12Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pg1819Z160_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=3,annotation,"",""
pgp1819Z160_e,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=3,annotation,"",""
tag18111Z18111Z1835Z9Z12Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
asqdpa1819Z160_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
mgdg1839Z12Z15Z1644Z7Z10Z13Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
mgdg1839Z12Z15Z160_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
asqdca1829Z12Z160_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pg1819Z160_e,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=3,annotation,"",""
tag16018111Z1845Z9Z12Z15Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
tag1601819Z1835Z9Z12Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pe18111Z1835Z9Z12Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgdg1819Z160_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pa1819Z160_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=3,annotation,"",""
pg18111Z160_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgdg1839Z12Z15Z1627Z10Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
tag1819Z1819Z1835Z9Z12Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgts1839Z12Z15Z1845Z9Z12Z15Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
mgdg1839Z12Z15Z1634Z7Z10Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pg1839Z12Z15Z160_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pe18111Z1845Z9Z12Z15Z_e,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgdg1819Z1627Z10Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgts1839Z12Z15Z18111Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
mgdg1819Z1617Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
12dgr18111Z1819Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
12dgr1601819Z_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=2,annotation,"",""
12dgr1819Z1819Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pa1801819Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=2,annotation,"",""
pa18111Z18111Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
12dgr18111Z18111Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
mag1819Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=2,annotation,"",""
12dgr16018111Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgts18111Z1829Z12Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgts18111Z1835Z9Z12Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
1odec9eg3p_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=5,annotation,"",""
pa1819Z1819Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dghs1601819Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
dgts1601819Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
glc_D_B_h,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=1,annotation,"",""
pa1601819Z_c,uncurated_metabolite,medium,fantasy,"no cross-reference to any structural database (ChEBI, KEGG, MetaCyc, HMDB, LipidMaps), no InChIKey and no SMILES — it is annotated only in namespaces a reconstruction pipeline mints for itself","assign a structural identifier, or delete the species if it cannot be substantiated","","",in_bigg=True n_models=2,annotation,"",""
