id,error_tag,confidence,check,rationale,proposed_fix,evidence
tag18111Z1819Z1819Z_c,duplicate_metabolite,high,duplicates:metanetx.chemical,same MetaNetX id as ['tag1819Z1819Z18111Z_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",metanetx.chemical=MNXM728168
ocdce9a_h,duplicate_metabolite,high,duplicates:metanetx.chemical,same MetaNetX id as ['ocdcea_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",metanetx.chemical=MNXM1364393
ocdcea_h,duplicate_metabolite,high,duplicates:metanetx.chemical,same MetaNetX id as ['ocdce9a_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",metanetx.chemical=MNXM1364393
tag16018111Z18111Z_c,duplicate_metabolite,high,duplicates:metanetx.chemical,same MetaNetX id as ['tag18111Z18111Z160_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",metanetx.chemical=MNXM728748
tag18111Z18111Z160_c,duplicate_metabolite,high,duplicates:metanetx.chemical,same MetaNetX id as ['tag16018111Z18111Z_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",metanetx.chemical=MNXM728748
tag16018111Z18111Z_c,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['tag18111Z18111Z160_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=NJWLXJXDVKOEOP-LJHRAKOHSA-N
tag18111Z18111Z160_c,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['tag16018111Z18111Z_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=NJWLXJXDVKOEOP-LJHRAKOHSA-N
tag1601819Z18111Z_c,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['tag18111Z1819Z160_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=QJRAIXUZRUZYSD-SHXCIMIZSA-N
tag18111Z1819Z160_c,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['tag1601819Z18111Z_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=QJRAIXUZRUZYSD-SHXCIMIZSA-N
hisocit_m,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['hicit_m'] in compartment m,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=OEJZZCGRGVFWHK-WVZVXSGGSA-K
hicit_m,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['hisocit_m'] in compartment m,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=OEJZZCGRGVFWHK-WVZVXSGGSA-K
ocdccoa_c,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['stcoa_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=SIARJEKBADXQJG-LFZQUHGESA-J
stcoa_c,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['ocdccoa_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=SIARJEKBADXQJG-LFZQUHGESA-J
tag1819Z1819Z180_c,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['tag1801819Z1819Z_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=RYNHWWNZNIGDAQ-WNMJAFDRSA-N
tag1801819Z1819Z_c,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['tag1819Z1819Z180_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=RYNHWWNZNIGDAQ-WNMJAFDRSA-N
ocdcea_c,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['ocdce9a_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=ZQPPMHVWECSIRJ-KTKRTIGZSA-M
ocdce9a_c,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['ocdcea_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=ZQPPMHVWECSIRJ-KTKRTIGZSA-M
tag1819Z1819Z18111Z_c,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['tag18111Z1819Z1819Z_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=JOURDTSYZKYHFB-VPQNIYBTSA-N
tag18111Z1819Z1819Z_c,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['tag1819Z1819Z18111Z_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=JOURDTSYZKYHFB-VPQNIYBTSA-N
tag1819Z18111Z18111Z_c,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['tag18111Z18111Z1819Z_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=MIZFXTLHUPLNGP-OGZJHMPXSA-N
tag18111Z18111Z1819Z_c,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['tag1819Z18111Z18111Z_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=MIZFXTLHUPLNGP-OGZJHMPXSA-N
ocdce9a_h,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['ocdcea_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=ZQPPMHVWECSIRJ-KTKRTIGZSA-M
ocdcea_h,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['ocdce9a_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=ZQPPMHVWECSIRJ-KTKRTIGZSA-M
tag1601819Z1819Z_c,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['tag1819Z1819Z160_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=JFISYPWOVQNHLS-HMOYFKASSA-N
tag1819Z1819Z160_c,duplicate_metabolite,high,duplicates:inchikey,identical InChIKey as ['tag1601819Z1819Z_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",inchikey=JFISYPWOVQNHLS-HMOYFKASSA-N
g6p_A_c,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['man6p_c', 'g6p_B_c'] in compartment c","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=NBSCHQHZLSJFNQ
man6p_c,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['g6p_A_c', 'g6p_B_c'] in compartment c","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=NBSCHQHZLSJFNQ
g6p_B_c,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['g6p_A_c', 'man6p_c'] in compartment c","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=NBSCHQHZLSJFNQ
galctn__D_c,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['guln__L_c', 'glcn_c'] in compartment c","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=RGHNJXZEOKUKBD
guln__L_c,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['galctn__D_c', 'glcn_c'] in compartment c","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=RGHNJXZEOKUKBD
glcn_c,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['galctn__D_c', 'guln__L_c'] in compartment c","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=RGHNJXZEOKUKBD
tag1819Z18111Z18111Z_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['tag18111Z18111Z1819Z_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=MIZFXTLHUPLNGP
tag18111Z18111Z1819Z_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['tag1819Z18111Z18111Z_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=MIZFXTLHUPLNGP
neoxan_u,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['cis9neoxan_u'] in compartment u,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=PGYAYSRVSAJXTE
cis9neoxan_u,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['neoxan_u'] in compartment u,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=PGYAYSRVSAJXTE
tag1601819Z1819Z_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['tag1819Z1819Z160_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=JFISYPWOVQNHLS
tag1819Z1819Z160_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['tag1601819Z1819Z_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=JFISYPWOVQNHLS
tag1801819Z160_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['tag1601819Z180_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=QXPXMOHHFYONAC
tag1601819Z180_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['tag1801819Z160_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=QXPXMOHHFYONAC
tag1819Z1819Z180_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['tag1801819Z1819Z_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=RYNHWWNZNIGDAQ
tag1801819Z1819Z_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['tag1819Z1819Z180_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=RYNHWWNZNIGDAQ
retinal_11_cis_h,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['retinal_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=NCYCYZXNIZJOKI
retinal_h,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['retinal_11_cis_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=NCYCYZXNIZJOKI
gal14lac_h,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['gullac_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=SXZYCXMUPBBULW
gullac_h,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['gal14lac_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=SXZYCXMUPBBULW
man_c,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['Glc_aD_c', 'gal_c', 'gal__L_c'] in compartment c","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=WQZGKKKJIJFFOK
Glc_aD_c,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['man_c', 'gal_c', 'gal__L_c'] in compartment c","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=WQZGKKKJIJFFOK
gal_c,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['man_c', 'Glc_aD_c', 'gal__L_c'] in compartment c","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=WQZGKKKJIJFFOK
gal__L_c,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['man_c', 'Glc_aD_c', 'gal_c'] in compartment c","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=WQZGKKKJIJFFOK
galt_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['sbt__D_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=FBPFZTCFMRRESA
sbt__D_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['galt_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=FBPFZTCFMRRESA
retinol_h,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['retinol_cis_11_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=FPIPGXGPPPQFEQ
retinol_cis_11_h,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['retinol_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=FPIPGXGPPPQFEQ
tag1819Z1819Z18111Z_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['tag18111Z1819Z1819Z_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=JOURDTSYZKYHFB
tag18111Z1819Z1819Z_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['tag1819Z1819Z18111Z_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=JOURDTSYZKYHFB
ser__L_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['ser__D_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=MTCFGRXMJLQNBG
ser__D_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['ser__L_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=MTCFGRXMJLQNBG
lac__D_m,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['lac__L_m'] in compartment m,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=JVTAAEKCZFNVCJ
lac__L_m,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['lac__D_m'] in compartment m,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=JVTAAEKCZFNVCJ
tag1819Z18111Z160_c,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['tag1601819Z18111Z_c', 'tag18111Z1819Z160_c'] in compartment c","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=QJRAIXUZRUZYSD
tag1601819Z18111Z_c,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['tag1819Z18111Z160_c', 'tag18111Z1819Z160_c'] in compartment c","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=QJRAIXUZRUZYSD
tag18111Z1819Z160_c,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['tag1819Z18111Z160_c', 'tag1601819Z18111Z_c'] in compartment c","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=QJRAIXUZRUZYSD
4mlacac_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['4fumacac_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=GACSIVHAIFQKTC
4fumacac_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['4mlacac_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=GACSIVHAIFQKTC
sbt__D_e,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['galt_e'] in compartment e,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=FBPFZTCFMRRESA
galt_e,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['sbt__D_e'] in compartment e,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=FBPFZTCFMRRESA
xylt_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['abt__L_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=HEBKCHPVOIAQTA
abt__L_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['xylt_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=HEBKCHPVOIAQTA
udpg_h,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['udpgal_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=HSCJRCZFDFQWRP
udpgal_h,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['udpg_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=HSCJRCZFDFQWRP
xu5p__D_h,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['ru5p__D_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=FNZLKVNUWIIPSJ
ru5p__D_h,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['xu5p__D_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=FNZLKVNUWIIPSJ
mi4p__D_c,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['mi3p__D_c', 'mi1p__D_c'] in compartment c","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=INAPMGSXUVUWAF
mi3p__D_c,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['mi4p__D_c', 'mi1p__D_c'] in compartment c","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=INAPMGSXUVUWAF
mi1p__D_c,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['mi4p__D_c', 'mi3p__D_c'] in compartment c","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=INAPMGSXUVUWAF
jasa_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['ijasa7_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=ZNJFBWYDHIGLCU
ijasa7_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['jasa_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=ZNJFBWYDHIGLCU
Glc_aD_e,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['man_e', 'gal_e', 'glc_D_B_e'] in compartment e","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=WQZGKKKJIJFFOK
man_e,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['Glc_aD_e', 'gal_e', 'glc_D_B_e'] in compartment e","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=WQZGKKKJIJFFOK
gal_e,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['Glc_aD_e', 'man_e', 'glc_D_B_e'] in compartment e","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=WQZGKKKJIJFFOK
glc_D_B_e,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['Glc_aD_e', 'man_e', 'gal_e'] in compartment e","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=WQZGKKKJIJFFOK
mmcoa__R_m,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['mmcoa__S_m'] in compartment m,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=MZFOKIKEPGUZEN
mmcoa__S_m,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['mmcoa__R_m'] in compartment m,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=MZFOKIKEPGUZEN
g6p_B_h,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['man6p_h', 'g6p_A_h'] in compartment h","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=NBSCHQHZLSJFNQ
man6p_h,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['g6p_B_h', 'g6p_A_h'] in compartment h","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=NBSCHQHZLSJFNQ
g6p_A_h,duplicate_metabolite,low,duplicates:_skel,"same InChIKey skeleton (stereo/tautomer differences expected) as ['g6p_B_h', 'man6p_h'] in compartment h","merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=NBSCHQHZLSJFNQ
udparab_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['udpxyl_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=DQQDLYVHOTZLOR
udpxyl_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['udparab_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=DQQDLYVHOTZLOR
ru5p__D_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['xu5p__D_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=FNZLKVNUWIIPSJ
xu5p__D_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['ru5p__D_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=FNZLKVNUWIIPSJ
ocdce9a_h,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['ocdcea_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=ZQPPMHVWECSIRJ
ocdcea_h,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['ocdce9a_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=ZQPPMHVWECSIRJ
26dap_LL_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['26dap__M_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=GMKMEZVLHJARHF
26dap__M_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['26dap_LL_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=GMKMEZVLHJARHF
retpalm_h,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['retpalm_11_cis_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=VYGQUTWHTHXGQB
retpalm_11_cis_h,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['retpalm_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=VYGQUTWHTHXGQB
tag16018111Z18111Z_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['tag18111Z18111Z160_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=NJWLXJXDVKOEOP
tag18111Z18111Z160_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['tag16018111Z18111Z_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=NJWLXJXDVKOEOP
g1p_h,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['gal1p_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=HXXFSFRBOHSIMQ
gal1p_h,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['g1p_h'] in compartment h,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=HXXFSFRBOHSIMQ
udpg_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['udpgal_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=HSCJRCZFDFQWRP
udpgal_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['udpg_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=HSCJRCZFDFQWRP
hisocit_m,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['hicit_m'] in compartment m,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=OEJZZCGRGVFWHK
hicit_m,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['hisocit_m'] in compartment m,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=OEJZZCGRGVFWHK
mi145p_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['mi134p_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=MMWCIQZXVOZEGG
mi134p_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['mi145p_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=MMWCIQZXVOZEGG
udpglcur_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['udpgalur_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=HDYANYHVCAPMJV
udpgalur_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['udpglcur_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=HDYANYHVCAPMJV
ocdccoa_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['stcoa_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=SIARJEKBADXQJG
stcoa_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['ocdccoa_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=SIARJEKBADXQJG
ocdcea_c,duplicate_metabolite,low,duplicates:_skel,same InChIKey skeleton (stereo/tautomer differences expected) as ['ocdce9a_c'] in compartment c,"merge the species and redirect the reactions, or re-annotate if they are genuinely distinct",_skel=ZQPPMHVWECSIRJ
