reaction,reaction_name,reaction_string,metabolite,flag,source_tag,note
BIOMASS_hlacus_mixo,Biomass (mixotrophic),0.268754402085772 Glc_aD_c + 6.63560060861539e-07 acaro_h + 0.0211710397976566 ala__L_c + 1.32712012172308e-07 anxan_u + 0.00800461978880929 arab__L_c + 0.000140806880734129 arg__L_c + 0.0155177546270845 asn__L_c + 0.0155177546270845 asp__L_c + 0.00019885607292504 asqdca18111Z160_c + 0.00163472949015912 asqdca1819Z160_c + 0.00163472949015912 asqdca1829Z12Z160_c + 0.00163472949015912 asqdca1839Z12Z15Z160_c + 0.00163472949015912 asqdpa18111Z160_c + 0.0012814906240108 asqdpa1819Z160_c + 0.0011283026453354 asqdpa1829Z12Z160_c + 0.00107760525445659 asqdpa1839Z12Z15Z160_c + 6.50771182112495 atp_c + 1.85797018414469e-06 caro_u + 0.0024065108855602 chlb_u + 0.00131611339613392 cholphya_u + 0.0174869164010352 ctp_c + 0.000839055160021268 cys__L_c + 0.000365776028349351 datp_c + 0.000650269427126803 dctp_c + 0.000893516552347928 dgdg1819Z160_h + 0.000556045210766734 dgdg1819Z1617Z_h + 0.000556045210766734 dgdg1819Z1619Z_h + 0.000909839531430982 dgdg1819Z1627Z10Z_h + 0.000507030964538932 dgdg1819Z1634Z7Z10Z_h + 0.000507030964538932 dgdg1819Z1637Z10Z13Z_h + 0.000853542286414195 dgdg1829Z12Z160_h + 0.000516070944833001 dgdg1829Z12Z1617Z_h + 0.000516070944833001 dgdg1829Z12Z1619Z_h + 0.000869865265497249 dgdg1829Z12Z1627Z10Z_h + 0.000467056698605199 dgdg1829Z12Z1634Z7Z10Z_h + 0.000467056698605199 dgdg1829Z12Z1637Z10Z13Z_h + 0.000636713651961499 dgdg1839Z12Z15Z160_h + 0.00117244869352476 dgdg1839Z12Z15Z1627Z10Z_h + 0.000769640126632708 dgdg1839Z12Z15Z1634Z7Z10Z_h + 0.000769640126632708 dgdg1839Z12Z15Z1637Z10Z13Z_h + 0.000650269427126803 dgtp_c + 3.37691174033119e-05 dgts1819Z1829Z12Z_c + 6.77176247998365e-05 dgts1819Z1835Z9Z12Z_c + 4.52648443397313e-05 dgts1819Z1845Z9Z12Z15Z_c + 1.25070569018962e-05 dgts1829Z12Z18111Z_c + 1.25070569018962e-05 dgts1829Z12Z1819Z_c + 6.77167857446764e-05 dgts1829Z12Z1829Z12Z_c + 0.000271588730416324 dgts1829Z12Z1835Z9Z12Z_c + 1.26069715903516e-05 dgts1829Z12Z1845Z9Z12Z15Z_c + 5.64313260313584e-05 dgts1839Z12Z15Z18111Z_c + 5.64313260313584e-05 dgts1839Z12Z15Z1819Z_c + 0.000181543008753162 dgts1839Z12Z15Z1835Z9Z12Z_c + 6.82599900552742e-05 dgts1839Z12Z15Z1845Z9Z12Z15Z_c + 0.000365776028349351 dttp_c + 0.0248830198255907 gal_c + 0.00839055160021268 gln__L_c + 0.0198248596989185 glu__L_c + 0.0182984505518078 gly_c + 0.0174869164010352 gtp_c + 5.01587174660714 h2o_c + 0.00313341793289302 his__L_c + 0.00678673122403842 ile__L_c + 0.0166477605543948 leu__L_c + 8.62627575686905e-07 loroxan_u + 1.65890099120901e-06 lut_u + 0.00987787755796958 lys__L_c + 0.00525622748774683 man_c + 0.00408520854421475 met__L_c + 0.000474643435362111 mgdg1819Z160_h + 0.000381179402977022 mgdg1819Z1617Z_h + 0.000381179402977022 mgdg1819Z1619Z_h + 0.000682633462759143 mgdg1819Z1627Z10Z_h + 0.000682633462759143 mgdg1819Z1637Z10Z13Z_h + 0.00072867074127919 mgdg1829Z12Z160_h + 0.000635206708894101 mgdg1829Z12Z1617Z_h + 0.000635206708894101 mgdg1829Z12Z1619Z_h + 0.00219246791423877 mgdg1829Z12Z1627Z10Z_h + 0.000936660768676222 mgdg1829Z12Z1634Z7Z10Z_h + 0.000936660768676222 mgdg1829Z12Z1637Z10Z13Z_h + 0.000544133983715072 mgdg1829Z12Z1644Z7Z10Z13Z_h + 0.000692994115875085 mgdg1839Z12Z15Z160_h + 0.00215679128883467 mgdg1839Z12Z15Z1627Z10Z_h + 0.000900984143272117 mgdg1839Z12Z15Z1634Z7Z10Z_h + 0.000900984143272117 mgdg1839Z12Z15Z1637Z10Z13Z_h + 0.00477407283059221 mgdg1839Z12Z15Z1644Z7Z10Z13Z_h + 7.29915899136661e-07 neoxan_u + 0.000322103207270244 pail18111Z160_c + 4.33601891264831e-05 pail1819Z160_c + 0.000562955669064669 pchol1801819z_c + 0.0011868787641668 pchol1801829z12z_c + 0.00120787024616022 pchol1801835z9z12z_c + 0.000496943843405156 pchol18111z1819z_c + 0.00112086693850729 pchol18111z1829z12z_c + 0.0011418584205007 pchol18111z1835z9z12z_c + 0.000496943843405156 pchol1819z1819z_c + 0.00112086693850729 pchol1819z1829z12z_c + 0.00176577480316156 pchol1829z12z1835z9z12z_c + 0.0014005005297979 pe1801835Z9Z12Z_c + 0.000109640512437203 pe1801845Z9Z12Z15Z_c + 0.00127812936903976 pe18111Z1835Z9Z12Z_c + 2.13413679951409e-05 pe18111Z1845Z9Z12Z15Z_c + 0.00127812936903976 pe1819Z1835Z9Z12Z_c + 6.46708477027672e-07 pe1819Z1845Z9Z12Z15Z_c + 0.00409767690389266 pe1829Z12Z1835Z9Z12Z_c + 0.00219444808441642 pg18111Z160_h + 0.000798652975955923 pg18111Z1613E_h + 0.00219444808441642 pg1819Z160_h + 0.000798652975955923 pg1819Z1613E_h + 0.00233807754670886 pg1829Z12Z160_h + 0.000942280760138044 pg1829Z12Z1613E_h + 0.0020632198573891 pg1839Z12Z15Z160_h + 0.000667407967825397 pg1839Z12Z15Z1613E_h + 0.00724138165304755 phe__L_c + 0.0100149791711171 pro__L_c + 1.74171070117215e-07 rhodopsin_h + 0.0112947228822847 ser__L_c + 0.000410358385221921 sqdg160_h + 0.000979670736178912 sqdg18111Z160_h + 0.000979670736178912 sqdg1819Z160_h + 0.000826482757503509 sqdg1829Z12Z160_h + 0.000775785366624704 sqdg1839Z12Z15Z160_h + 0.0173343761729434 starch300_h + 0.000359217973218625 tag16018111Z160_c + 0.00025722074985612 tag16018111Z180_c + 0.000412442598239414 tag16018111Z18111Z_c + 0.000412442598239414 tag16018111Z1819Z_c + 0.000872931173051966 tag16018111Z1835Z9Z12Z_c + 0.000217734814025519 tag16018111Z1845Z9Z12Z15Z_c + 0.000359217973218625 tag1601819Z160_c + 0.00025722074985612 tag1601819Z180_c + 0.000412442598239414 tag1601819Z18111Z_c + 0.000412442598239414 tag1601819Z1819Z_c + 0.000872931173051966 tag1601819Z1835Z9Z12Z_c + 0.000217734814025519 tag1601819Z1845Z9Z12Z15Z_c + 0.00025722074985612 tag1801819Z160_c + 0.000155222519627422 tag1801819Z180_c + 0.000310445374876909 tag1801819Z18111Z_c + 0.000310445374876909 tag1801819Z1819Z_c + 0.000770933949689461 tag1801819Z1835Z9Z12Z_c + 0.000210805896514063 tag1801819Z1845Z9Z12Z15Z_c + 0.000412442598239414 tag18111Z18111Z160_c + 0.000310445374876909 tag18111Z18111Z180_c + 0.000465667223260203 tag18111Z18111Z18111Z_c + 0.000465667223260203 tag18111Z18111Z1819Z_c + 0.000926157476183075 tag18111Z18111Z1835Z9Z12Z_c + 0.000211290870396556 tag18111Z18111Z1845Z9Z12Z15Z_c + 0.000412442598239414 tag18111Z1819Z160_c + 0.000310445374876909 tag18111Z1819Z180_c + 0.000465667223260203 tag18111Z1819Z18111Z_c + 0.000465667223260203 tag18111Z1819Z1819Z_c + 0.000926157476183075 tag18111Z1819Z1835Z9Z12Z_c + 0.000211290870396556 tag18111Z1819Z1845Z9Z12Z15Z_c + 0.000412442598239414 tag1819Z18111Z160_c + 0.000310445374876909 tag1819Z18111Z180_c + 0.000465667223260203 tag1819Z18111Z18111Z_c + 0.000465667223260203 tag1819Z18111Z1819Z_c + 0.000926157476183075 tag1819Z18111Z1835Z9Z12Z_c + 0.000211290870396556 tag1819Z18111Z1845Z9Z12Z15Z_c + 0.000412442598239414 tag1819Z1819Z160_c + 0.000310445374876909 tag1819Z1819Z180_c + 0.000465667223260203 tag1819Z1819Z18111Z_c + 0.000465667223260203 tag1819Z1819Z1819Z_c + 0.000926157476183075 tag1819Z1819Z1835Z9Z12Z_c + 0.000211290870396556 tag1819Z1819Z1845Z9Z12Z15Z_c + 0.00951131113965949 thr__L_c + 0.000335622064008507 trp__L_c + 0.0002248667828857 ttdca_h + 0.00549426743664486 tyr__L_c + 0.00983634432754852 utp_c + 0.0121619199523731 val__L_c + 4.64492546036174e-07 vioxan_u + 0.0002248667828857 whttdca_h + 3.98136707761052e-07 zeax_u --> 6.50771182112495 adp_c + 6.50771182112495 h_c + 6.50771182112495 pi_c,pchol1829z12z1835z9z12z_c,metabolite_may_not_exist,possible_fantasy_metabolite,pchol1829z12z1835z9z12z_c is outside BiGG and has no curated reaction; confirm these reactions are real
BUPN,beta-ureidopropionase,cala_c + h2o_c + h_c --> ala_B_c + co2_c + nh4_c,cala_c,imbalance_cancels_between_metabolites,mass_imbalance_localised,"cala_c and 26dmani_e carry equal and opposite imbalance {'H': -1, 'charge': -1}; the stoichiometry of these reactions is the likely error"
CACOAL,Coniferonic acid:CoA ligase (AMP-forming),atp_c + ca_c + coa_c --> amp_c + cacoa_c + h_c + ppi_c,cacoa_c,charge_unresolved_no_reference,charge_implausible_for_formula,cacoa_c carries an implausible charge that no database can arbitrate; reactions using it may appear charge-imbalanced for that reason
CACOAL,Coniferonic acid:CoA ligase (AMP-forming),atp_c + ca_c + coa_c --> amp_c + cacoa_c + h_c + ppi_c,cacoa_c,imbalance_unresolved_no_reference,charge_imbalance_localised,cacoa_c has no reference formula/charge; the imbalance in these reactions cannot be attributed until it is annotated
CACOAL,Coniferonic acid:CoA ligase (AMP-forming),atp_c + ca_c + coa_c --> amp_c + cacoa_c + h_c + ppi_c,cacoa_c,metabolite_may_not_exist,probable_fantasy_metabolite,cacoa_c has no structural database record; these reactions are unverifiable until it is confirmed or removed
CCP2m,"Cytochrome c peroxidase, mitochondrial",2.0 focytc_m + h2o2_m + 2.0 h_m --> 2.0 ficytc_m + 2.0 h2o_m,ficytc_m,imbalance_cancels_between_metabolites,mass_imbalance_localised,"ficytc_m and focytc_m carry equal and opposite imbalance {'C': 9, 'H': 20, 'N': 4, 'O': 2, 'S': 2, 'charge': -2}; the stoichiometry of these reactions is the likely error"
CCP2m,"Cytochrome c peroxidase, mitochondrial",2.0 focytc_m + h2o2_m + 2.0 h_m --> 2.0 ficytc_m + 2.0 h2o_m,focytc_m,imbalance_cancels_between_metabolites,mass_imbalance_localised,"focytc_m and ficytc_m carry equal and opposite imbalance {'C': -9, 'H': -20, 'N': -4, 'O': -2, 'S': -2, 'charge': 2}; the stoichiometry of these reactions is the likely error"
CDPDAGS18111Z160,CDP-diacylglycerol synthetase (18:1(11Z)/16:0),ctp_c + 3.0 h_c + pa18111Z160_c --> cdp12dgr18111Z160_c + ppi_c,pa18111Z160_c,imbalance_cancels_between_metabolites,charge_imbalance_localised,pa18111Z160_c and 12dgr1601819Z_h carry equal and opposite imbalance {'charge': 2}; the stoichiometry of these reactions is the likely error
CMPA,N-carbamoylputrescine amidase,Ncbmpts_m + h2o_m + h_m --> co2_m + nh4_m + ptrc_m,Ncbmpts_m,imbalance_cancels_between_metabolites,mass_imbalance_localised,"Ncbmpts_m and 26dmani_e carry equal and opposite imbalance {'H': -1, 'charge': -1}; the stoichiometry of these reactions is the likely error"
COA1819ZD9DS,stearoyl-CoA delta9-desaturase,2.0 focytb5_c + 2.0 h_c + o2_c + stcoa_c --> 2.0 ficytb5_c + 2.0 h2o_c + ocdce9coa_c,stcoa_c,duplicate_metabolite_merge,duplicate_metabolite,stcoa_c is a duplicate of ['ocdccoa_c']; after the merge these reactions may themselves become duplicates and need review
CYOO6m,cytochrome c oxidase Complex IV,4.0 focytc_m + 8.0 h_m + o2_m --> 4.0 ficytc_m + 2.0 h2o_m + 4.0 h_c,ficytc_m,imbalance_cancels_between_metabolites,mass_imbalance_localised,"ficytc_m and focytc_m carry equal and opposite imbalance {'C': 9, 'H': 20, 'N': 4, 'O': 2, 'S': 2, 'charge': -2}; the stoichiometry of these reactions is the likely error"
CYOO6m,cytochrome c oxidase Complex IV,4.0 focytc_m + 8.0 h_m + o2_m --> 4.0 ficytc_m + 2.0 h2o_m + 4.0 h_c,focytc_m,imbalance_cancels_between_metabolites,mass_imbalance_localised,"focytc_m and ficytc_m carry equal and opposite imbalance {'C': -9, 'H': -20, 'N': -4, 'O': -2, 'S': -2, 'charge': 2}; the stoichiometry of these reactions is the likely error"
CYOR_q8_m,ubiquinol-cytochrome c oxidoreductase Complex III,2.0 ficytc_m + 2.0 h_m + q8h2_m --> 2.0 focytc_m + 4.0 h_c + q8_m,ficytc_m,imbalance_cancels_between_metabolites,mass_imbalance_localised,"ficytc_m and focytc_m carry equal and opposite imbalance {'C': 9, 'H': 20, 'N': 4, 'O': 2, 'S': 2, 'charge': -2}; the stoichiometry of these reactions is the likely error"
CYOR_q8_m,ubiquinol-cytochrome c oxidoreductase Complex III,2.0 ficytc_m + 2.0 h_m + q8h2_m --> 2.0 focytc_m + 4.0 h_c + q8_m,focytc_m,imbalance_cancels_between_metabolites,mass_imbalance_localised,"focytc_m and ficytc_m carry equal and opposite imbalance {'C': -9, 'H': -20, 'N': -4, 'O': -2, 'S': -2, 'charge': 2}; the stoichiometry of these reactions is the likely error"
CYSS_trdrd,"cysteine synthase, thioredoxin",acser_h + trdrd_h + tsul_h --> ac_h + cys__L_h + h_h + hso3_h + trdox_h,hso3_h,non_bigg_reaction_duplicates_bigg,shadow_duplicate,SULR_ferr_2 has no BiGG id and no xrefs but its name matches BiGG SO3R_h (6.0 fdxrd_h + 7.0 h_h + so3_h <-> 6.0 fdxox_h + 3.0 h2o_h + h2s_h); confirm whether it should be replaced by the BiGG reaction
CYSS_trdrd,"cysteine synthase, thioredoxin",acser_h + trdrd_h + tsul_h --> ac_h + cys__L_h + h_h + hso3_h + trdox_h,hso3_h,non_bigg_reaction_duplicates_bigg,shadow_duplicate,SULR_ferr_2 has no BiGG id and no xrefs but its name matches BiGG SULR_ferr (6.0 fdxrd_h + so3_h <-> 6.0 fdxox_h + 6.0 h_h + 3.0 h2o_h + h2s_h); confirm whether it should be replaced by the BiGG reaction
DAGAH16018111Z,"1,2-diacyl-sn-glycerol acylhydrolase (16:0/18:1(11Z))",12dgr16018111Z_c + h2o_c --> h_c + mag160_c + ocdcea_c,ocdcea_c,duplicate_metabolite_merge,duplicate_metabolite,ocdcea_c is a duplicate of ['ocdce9a_c']; after the merge these reactions may themselves become duplicates and need review
DAGAH1601819Z,"1,2-diacyl-sn-glycerol acylhydrolase (16:0/18:1(9Z))",12dgr1601819Z_c + h2o_c --> h_c + mag160_c + ocdce9a_c,ocdce9a_c,duplicate_metabolite_merge,duplicate_metabolite,ocdce9a_c is a duplicate of ['ocdcea_c']; after the merge these reactions may themselves become duplicates and need review
DAGAH1801819Z,"1,2-diacyl-sn-glycerol acylhydrolase (18:0/18:1(9Z))",12dgr1801819Z_c + h2o_c --> h_c + mag180_c + ocdce9a_c,ocdce9a_c,duplicate_metabolite_merge,duplicate_metabolite,ocdce9a_c is a duplicate of ['ocdcea_c']; after the merge these reactions may themselves become duplicates and need review
DAGAH18111Z18111Z,"1,2-diacyl-sn-glycerol acylhydrolase (18:1(11Z)/18:1(11Z))",12dgr18111Z18111Z_c + h2o_c --> h_c + mag18111Z_c + ocdcea_c,ocdcea_c,duplicate_metabolite_merge,duplicate_metabolite,ocdcea_c is a duplicate of ['ocdce9a_c']; after the merge these reactions may themselves become duplicates and need review
DAGAH18111Z1819Z,"1,2-diacyl-sn-glycerol acylhydrolase (18:1(11Z)/18:1(9Z))",12dgr18111Z1819Z_c + h2o_c --> h_c + mag18111Z_c + ocdce9a_c,ocdce9a_c,duplicate_metabolite_merge,duplicate_metabolite,ocdce9a_c is a duplicate of ['ocdcea_c']; after the merge these reactions may themselves become duplicates and need review
DAGAH1819Z18111Z,"1,2-diacyl-sn-glycerol acylhydrolase (18:1(9Z)/18:1(11Z))",12dgr1819Z18111Z_c + h2o_c --> h_c + mag1819Z_c + ocdcea_c,ocdcea_c,duplicate_metabolite_merge,duplicate_metabolite,ocdcea_c is a duplicate of ['ocdce9a_c']; after the merge these reactions may themselves become duplicates and need review
DAGAH1819Z1819Z,"1,2-diacyl-sn-glycerol acylhydrolase (18:1(9Z)/18:1(9Z))",12dgr1819Z1819Z_c + h2o_c --> h_c + mag1819Z_c + ocdce9a_c,ocdce9a_c,duplicate_metabolite_merge,duplicate_metabolite,ocdce9a_c is a duplicate of ['ocdcea_c']; after the merge these reactions may themselves become duplicates and need review
DAGK16018111Z,diacylglycerol kinase (16:0/18:1(11Z)),12dgr16018111Z_c + atp_c --> adp_c + h_c + pa16018111Z_c,pa16018111Z_c,imbalance_cancels_between_metabolites,charge_imbalance_localised,pa16018111Z_c and 12dgr1601819Z_h carry equal and opposite imbalance {'charge': 2}; the stoichiometry of these reactions is the likely error
DAGK1601819Z,diacylglycerol kinase (16:0/18:1(9Z)),12dgr1601819Z_c + atp_c --> adp_c + h_c + pa1601819Z_c,pa1601819Z_c,imbalance_cancels_between_metabolites,charge_imbalance_localised,pa1601819Z_c and 12dgr1601819Z_h carry equal and opposite imbalance {'charge': 2}; the stoichiometry of these reactions is the likely error
DAGK1601819Zh,"diacylglycerol kinase (16:0/18:1(9Z)), chloroplast",12dgr1601819Z_h + atp_h --> adp_h + h_h + pa1601819Z_h,12dgr1601819Z_h,imbalance_cancels_between_metabolites,charge_imbalance_localised,12dgr1601819Z_h and 2mhop_m carry equal and opposite imbalance {'charge': -2}; the stoichiometry of these reactions is the likely error
DAGK1601819Zh,"diacylglycerol kinase (16:0/18:1(9Z)), chloroplast",12dgr1601819Z_h + atp_h --> adp_h + h_h + pa1601819Z_h,pa1601819Z_h,imbalance_cancels_between_metabolites,charge_imbalance_localised,pa1601819Z_h and 12dgr1601819Z_h carry equal and opposite imbalance {'charge': 2}; the stoichiometry of these reactions is the likely error
DAGK1801819Z,diacylglycerol kinase (18:0/18:1(9Z)),12dgr1801819Z_c + atp_c --> adp_c + h_c + pa1801819Z_c,pa1801819Z_c,imbalance_cancels_between_metabolites,charge_imbalance_localised,pa1801819Z_c and 12dgr1601819Z_h carry equal and opposite imbalance {'charge': 2}; the stoichiometry of these reactions is the likely error
DAGK1801819Zh,"diacylglycerol kinase (18:0/18:1(9Z)), chloroplast",12dgr1801819Z_h + atp_h --> adp_h + h_h + pa1801819Z_h,12dgr1801819Z_h,imbalance_cancels_between_metabolites,charge_imbalance_localised,12dgr1801819Z_h and 2mhop_m carry equal and opposite imbalance {'charge': -2}; the stoichiometry of these reactions is the likely error
DAGK1801819Zh,"diacylglycerol kinase (18:0/18:1(9Z)), chloroplast",12dgr1801819Z_h + atp_h --> adp_h + h_h + pa1801819Z_h,pa1801819Z_h,imbalance_cancels_between_metabolites,charge_imbalance_localised,pa1801819Z_h and 12dgr1601819Z_h carry equal and opposite imbalance {'charge': 2}; the stoichiometry of these reactions is the likely error
DAGK181,diacylglycerol kinase (18:1(11Z)/18:1(11Z)),12dgr18111Z18111Z_c + atp_c --> adp_c + h_c + pa18111Z18111Z_c,pa18111Z18111Z_c,imbalance_cancels_between_metabolites,charge_imbalance_localised,pa18111Z18111Z_c and 12dgr1601819Z_h carry equal and opposite imbalance {'charge': 2}; the stoichiometry of these reactions is the likely error
DAGK18111Z1819Z,diacylglycerol kinase (18:1(11Z)/18:1(9Z)),12dgr18111Z1819Z_c + atp_c --> adp_c + h_c + pa18111Z1819Z_c,pa18111Z1819Z_c,imbalance_cancels_between_metabolites,charge_imbalance_localised,pa18111Z1819Z_c and 12dgr1601819Z_h carry equal and opposite imbalance {'charge': 2}; the stoichiometry of these reactions is the likely error
DAGK18111Z1819Zh,"diacylglycerol kinase (18:1(11Z)/18:1(9Z)), chloroplast",12dgr18111Z1819Z_h + atp_h --> adp_h + h_h + pa18111Z1819Z_h,12dgr18111Z1819Z_h,imbalance_cancels_between_metabolites,charge_imbalance_localised,12dgr18111Z1819Z_h and 2mhop_m carry equal and opposite imbalance {'charge': -2}; the stoichiometry of these reactions is the likely error
DAGK18111Z1819Zh,"diacylglycerol kinase (18:1(11Z)/18:1(9Z)), chloroplast",12dgr18111Z1819Z_h + atp_h --> adp_h + h_h + pa18111Z1819Z_h,pa18111Z1819Z_h,imbalance_cancels_between_metabolites,charge_imbalance_localised,pa18111Z1819Z_h and 12dgr1601819Z_h carry equal and opposite imbalance {'charge': 2}; the stoichiometry of these reactions is the likely error
DAGK1819Z1619Zh,diacylglycerol kinase (18:1(9Z)/16:1(9Z)),12dgr1819Z1619Z_h + atp_h --> adp_h + h_h + pa1819Z1619Z_h,pa1819Z1619Z_h,imbalance_cancels_between_metabolites,charge_imbalance_localised,pa1819Z1619Z_h and 12dgr1601819Z_h carry equal and opposite imbalance {'charge': 2}; the stoichiometry of these reactions is the likely error
DAGK1819Z18111Zh,"diacylglycerol kinase (18:1(9Z)/18:1(11Z)), chloroplast",12dgr1819Z18111Z_h + atp_h --> adp_h + h_h + pa1819Z18111Z_h,12dgr1819Z18111Z_h,imbalance_cancels_between_metabolites,charge_imbalance_localised,12dgr1819Z18111Z_h and 2mhop_m carry equal and opposite imbalance {'charge': -2}; the stoichiometry of these reactions is the likely error
DAGK1819Z18111Zh,"diacylglycerol kinase (18:1(9Z)/18:1(11Z)), chloroplast",12dgr1819Z18111Z_h + atp_h --> adp_h + h_h + pa1819Z18111Z_h,pa1819Z18111Z_h,imbalance_cancels_between_metabolites,charge_imbalance_localised,pa1819Z18111Z_h and 12dgr1601819Z_h carry equal and opposite imbalance {'charge': 2}; the stoichiometry of these reactions is the likely error
DAGK1819Z1819Zh,"diacylglycerol kinase (18:1(9Z)/18:1(9Z)), chloroplast",12dgr1819Z1819Z_h + atp_h --> adp_h + h_h + pa1819Z1819Z_h,12dgr1819Z1819Z_h,imbalance_cancels_between_metabolites,charge_imbalance_localised,12dgr1819Z1819Z_h and 2mhop_m carry equal and opposite imbalance {'charge': -2}; the stoichiometry of these reactions is the likely error
DAGK1819Z1819Zh,"diacylglycerol kinase (18:1(9Z)/18:1(9Z)), chloroplast",12dgr1819Z1819Z_h + atp_h --> adp_h + h_h + pa1819Z1819Z_h,pa1819Z1819Z_h,imbalance_cancels_between_metabolites,charge_imbalance_localised,pa1819Z1819Z_h and 12dgr1601819Z_h carry equal and opposite imbalance {'charge': 2}; the stoichiometry of these reactions is the likely error
DGTPtm,"Deoxynucleotide carrier (dgtp), mitochondrial",dgdp_c + dgtp_m <=> dgdp_m + dgtp_c + h_m,dgdp_m,imbalance_cancels_between_metabolites,mass_imbalance_localised,"dgdp_m and 2ahhmd_c carry equal and opposite imbalance {'H': 1, 'charge': 1}; the stoichiometry of these reactions is the likely error"
DGTPtm,"Deoxynucleotide carrier (dgtp), mitochondrial",dgdp_c + dgtp_m <=> dgdp_m + dgtp_c + h_m,dgtp_m,imbalance_cancels_between_metabolites,mass_imbalance_localised,"dgtp_m and 26dmani_e carry equal and opposite imbalance {'H': -1, 'charge': -1}; the stoichiometry of these reactions is the likely error"
DHPD,dihydropyrimidinase,56dura_c + h2o_c <=> cala_c,cala_c,imbalance_cancels_between_metabolites,mass_imbalance_localised,"cala_c and 26dmani_e carry equal and opposite imbalance {'H': -1, 'charge': -1}; the stoichiometry of these reactions is the likely error"
DM_udg_m,"",udg_m --> ,udg_m,imbalance_not_explained_by_metabolite,charge_imbalance_localised,"balance implies C3H6N3O3/-1 for udg_m, which the databases record only charge state(s) [0] for this species, and -1 is not among them; check the stoichiometry and the other participants"
DNTPPA,Dihydroneopterin triphosphate pyrophosphatase,ahdt_c + h2o_c --> dhpmp_c + ppi_c,ahdt_c,imbalance_cancels_between_metabolites,mass_imbalance_localised,"ahdt_c and 2ahhmd_c carry equal and opposite imbalance {'H': 1, 'charge': 1}; the stoichiometry of these reactions is the likely error"
D_LACDHm,D-lactate dehydrogenase (cytochrome),2.0 ficytc_m + lac__D_m --> 2.0 focytc_m + 2.0 h_m + pyr_m,ficytc_m,imbalance_cancels_between_metabolites,mass_imbalance_localised,"ficytc_m and focytc_m carry equal and opposite imbalance {'C': 9, 'H': 20, 'N': 4, 'O': 2, 'S': 2, 'charge': -2}; the stoichiometry of these reactions is the likely error"
D_LACDHm,D-lactate dehydrogenase (cytochrome),2.0 ficytc_m + lac__D_m --> 2.0 focytc_m + 2.0 h_m + pyr_m,focytc_m,imbalance_cancels_between_metabolites,mass_imbalance_localised,"focytc_m and ficytc_m carry equal and opposite imbalance {'C': -9, 'H': -20, 'N': -4, 'O': -2, 'S': -2, 'charge': 2}; the stoichiometry of these reactions is the likely error"
ECOAR,trans-2-enoyl-CoA reductase (18:0) (NADPH),h_c + nadph_c + od2coa_c --> nadp_c + stcoa_c,stcoa_c,duplicate_metabolite_merge,duplicate_metabolite,stcoa_c is a duplicate of ['ocdccoa_c']; after the merge these reactions may themselves become duplicates and need review
FA18111Zh,fatty acid transport (18:1(11Z)),ocdcea_h <=> ocdcea_c,ocdcea_c,duplicate_metabolite_merge,duplicate_metabolite,ocdcea_c is a duplicate of ['ocdce9a_c']; after the merge these reactions may themselves become duplicates and need review
FA18111Zh,fatty acid transport (18:1(11Z)),ocdcea_h <=> ocdcea_c,ocdcea_h,duplicate_metabolite_merge,duplicate_metabolite,ocdcea_h is a duplicate of ['ocdce9a_h']; after the merge these reactions may themselves become duplicates and need review
FA1819ZACPH,oleoyl-[acyl-carrier-protein] hydrolase ((9Z)-n-C18:1),h2o_h + octe9ACP_h --> ACP_h + h_h + ocdce9a_h,ocdce9a_h,duplicate_metabolite_merge,duplicate_metabolite,ocdce9a_h is a duplicate of ['ocdcea_h']; after the merge these reactions may themselves become duplicates and need review
FA1819Zh,fatty acid transport (18:1(9Z)),ocdce9a_h <=> ocdce9a_c,ocdce9a_c,duplicate_metabolite_merge,duplicate_metabolite,ocdce9a_c is a duplicate of ['ocdcea_c']; after the merge these reactions may themselves become duplicates and need review
FA1819Zh,fatty acid transport (18:1(9Z)),ocdce9a_h <=> ocdce9a_c,ocdce9a_h,duplicate_metabolite_merge,duplicate_metabolite,ocdce9a_h is a duplicate of ['ocdcea_h']; after the merge these reactions may themselves become duplicates and need review
FA181ACPHi,oleoyl-[acyl-carrier-protein] hydrolase ((11Z)-n-C18:1),h2o_h + octeACP_h --> ACP_h + h_h + ocdcea_h,ocdcea_h,duplicate_metabolite_merge,duplicate_metabolite,ocdcea_h is a duplicate of ['ocdce9a_h']; after the merge these reactions may themselves become duplicates and need review
FACOAE180,stearoyl-CoA hydrolase,h2o_c + stcoa_c --> coa_c + h_c + ocdca_c,stcoa_c,duplicate_metabolite_merge,duplicate_metabolite,stcoa_c is a duplicate of ['ocdccoa_c']; after the merge these reactions may themselves become duplicates and need review
FACOAE1819Z,fatty-acyl-CoA hydrolase (18:1(9Z)),h2o_c + ocdce9coa_c --> coa_c + h_c + ocdce9a_c,ocdce9a_c,duplicate_metabolite_merge,duplicate_metabolite,ocdce9a_c is a duplicate of ['ocdcea_c']; after the merge these reactions may themselves become duplicates and need review
FACOAL180,long-chain acyl-CoA synthetase (18:0),atp_c + coa_c + ocdca_c --> amp_c + ocdccoa_c + ppi_c,ocdccoa_c,duplicate_metabolite_merge,duplicate_metabolite,ocdccoa_c is a duplicate of ['stcoa_c']; after the merge these reactions may themselves become duplicates and need review
